,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
2135,2024-01-01,2024-08-07,TOI-757 b,TOI-757,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,17.46819,0.122,2.5,,641.0,0,10.5,Published Confirmed,1.68
2138,2024-01-01,2024-07-22,TOI-762 A b,TOI-762 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,3.4716826,0.03418,8.339,,555.0,0,79.77493,Published Confirmed,1.1471982718857545
2139,2020-01-01,2020-09-24,TOI-763 b,TOI-763,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,5.6057,0.06,2.28,,1038.0,0,9.79,Published Confirmed,1.8832717759310562
2142,2020-01-01,2020-09-24,TOI-763 c,TOI-763,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,12.2737,0.1011,2.63,,800.0,0,9.32,Published Confirmed,1.3474244242362907
2144,2024-01-01,2024-04-15,TOI-771 b,TOI-771,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.326021,0.0207,1.422,12.86,527.0,0,,Published Confirmed,
2145,2020-01-01,2024-06-10,TOI-776 b,TOI-776,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,8.24662,0.0653,1.798,,520.0,0,5.0,Published Confirmed,1.5466449558958726
2151,2020-01-01,2024-06-10,TOI-776 c,TOI-776,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,15.665323,0.1001,2.047,,420.0,0,6.9,Published Confirmed,1.6466959046672847
2154,2023-01-01,2023-05-03,TOI-778 b,TOI-778,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.633611,0.06,15.4,,1561.0,0,878.0,Published Confirmed,3.7021420138303256
2155,2024-01-01,2024-06-10,TOI-782 b,TOI-782,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,8.0240015,0.0578,2.734,5.91,435.0,0,19.1,Published Confirmed,2.555267355884259
2158,2023-01-01,2023-07-10,TOI-784 b,HD 307842,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.7970365,0.038,1.93,,,0,9.67,Published Confirmed,2.596042846787833
2160,2020-01-01,2020-01-30,TOI-813 b,TOI-813,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,83.8911,0.423,6.71,23.1,610.0,0,,Published Confirmed,
2162,2024-01-01,2024-05-13,TOI-815 b,TOI-815,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,11.197259,0.0903,2.94,36.9,686.0,0,7.6,Published Confirmed,0.879263269933824
2163,2024-01-01,2024-05-13,TOI-815 c,TOI-815,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,34.976145,0.193,2.62,8.03,469.0,0,23.5,Published Confirmed,3.423460171318688
2168,2020-01-01,2020-09-24,TOI-824 b,TOI-824,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.392978,0.02177,2.926,412.0,1253.0,0,18.467,Published Confirmed,2.156987883864885
2170,2022-01-01,2022-02-15,TOI-833 b,TOI-833,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.0418777,0.0171,1.27,,1118.0,0,,Published Confirmed,
2172,2023-01-01,2023-02-25,TOI-836 b,TOI-836,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,3.81673,0.0422,1.704,78.84,871.0,0,4.53,Published Confirmed,1.5601236527144087
2173,2023-01-01,2023-02-25,TOI-836 c,TOI-836,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,8.59545,0.075,2.587,26.71,665.0,0,9.6,Published Confirmed,1.4344267500267829
2176,2020-01-01,2024-08-07,TOI-837 b,TOI-837,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,8.3249113,0.0888,9.169,164.0,995.0,0,120.45697,Published Confirmed,1.4328079718654427
2182,2020-01-01,2024-07-22,TOI-849 b,TOI-849,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.765548,0.0155,3.64,,,0,41.8,Published Confirmed,3.154812220746287
2184,2023-01-01,2023-10-09,TOI-858 B b,TOI-858 B,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,3.2797178,0.04435,14.067,908.9,1529.0,0,349.61125,Published Confirmed,1.766779796061652
2186,2024-01-01,2024-04-15,TOI-871 b,TOI-871,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,14.362565,0.1054,1.664,24.78,621.0,0,,Published Confirmed,
2189,2024-01-01,2024-06-11,TOI-880.02,TOI-880,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.5735943,0.034191,2.778,301.87,1163.0,0,,Published Confirmed,
2191,2020-01-01,2020-12-17,TOI-892 b,TOI-892,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,10.62656,0.092,11.994,,1397.0,0,301.9385,Published Confirmed,2.098893507673185
2195,2023-01-01,2024-03-04,TOI-904 b,TOI-904,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.8772,0.056,2.426,,429.0,0,,Published Confirmed,
2196,2023-01-01,2024-03-04,TOI-904 c,TOI-904,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,83.9997,0.312,2.167,,217.0,0,,Published Confirmed,
2201,2020-01-01,2021-02-11,TOI-905 b,TOI-905,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.739494,0.04666,13.126,337.0,1192.0,0,211.99261,Published Confirmed,1.2304271966949853
2202,2024-01-01,2024-06-11,TOI-907.01,TOI-907,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.5849129,0.055225,9.616,1729.67,1847.0,0,,Published Confirmed,
2205,2023-01-01,2023-07-10,TOI-908 b,TOI-908,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.183792,0.041657,3.186,80.88,1317.0,0,16.137,Published Confirmed,1.5897588673610892
2207,2023-01-01,2023-05-26,TOI-913 b,TOI-913,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,11.098644,,2.453,,712.0,0,,Published Confirmed,
2209,2020-01-01,2023-04-17,TOI-942 b,TOI-942,Transit,Transiting Exoplanet Survey Satellite (TESS),3,2,4.32421,0.04866,3.89,,,0,,Published Confirmed,
2212,2020-01-01,2023-04-17,TOI-942 c,TOI-942,Transit,Transiting Exoplanet Survey Satellite (TESS),3,2,10.156272,0.08598,4.67,,,0,,Published Confirmed,
2215,2020-01-01,2020-11-19,TOI-954 b,TOI-954,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.6849729,0.04963,9.55,1393.0,1526.0,0,55.30242,Published Confirmed,0.6063695622378771
2219,2022-01-01,2022-10-31,TOI-969 b,TOI-969,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,1.8237305,0.02636,2.765,188.0,941.0,0,9.1,Published Confirmed,1.1902854396044589
2220,2019-01-01,2019-12-05,WASP-126 c,WASP-126,Transit Timing Variations,Transiting Exoplanet Survey Satellite (TESS),1,2,7.63,,,,,0,64.2,Published Confirmed,
2221,2022-01-01,2022-05-23,WASP-132 c,WASP-132,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,1.011534,0.0182,1.85,,,0,37.35,Published Confirmed,10.91307523739956
2223,2019-01-01,2019-12-05,WASP-18 c,WASP-18,Transit Timing Variations,Transiting Exoplanet Survey Satellite (TESS),2,2,2.1558,0.035,,,,1,55.2,Published Confirmed,
2225,2023-01-01,2023-07-10,WASP-84 c,WASP-84,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,1.4468849,0.02359,1.95,,1329.0,0,15.2,Published Confirmed,3.997370151216305
2226,2020-01-01,2020-12-17,WD 1856+534 b,WD 1856+534,Transit,Transiting Exoplanet Survey Satellite (TESS),3,1,1.4079405,0.0204,10.4,0.18,163.0,0,4386.054,Published Confirmed,40.55153476331361
2229,2024-01-01,2024-02-05,Wolf 327 b,Wolf 327,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.5734745,0.01,1.24,233.9,996.0,0,2.53,Published Confirmed,1.6454214360041624
2231,2018-01-01,2023-06-14,pi Men c,HD 39091,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,6.26791,0.069,,,,0,3.49611,Published Confirmed,
2236,2004-01-01,2018-04-26,TrES-1 b,TrES-1,Transit,TrES,2,1,3.03007,,12.666,,,0,266.9772,Published Confirmed,1.6641604887379822
2257,2006-01-01,2018-04-26,TrES-2 b,TrES-2,Transit,TrES,2,1,2.47063,,15.244,,,0,473.5667,Published Confirmed,2.037901908884094
2284,2007-01-01,2022-10-31,TrES-3 b,TrES-3,Transit,TrES,1,1,1.30618581,0.02282,14.975,,,0,607.03,Published Confirmed,2.7069266808063523
2312,2007-01-01,2018-04-26,TrES-4 b,TrES-4,Transit,TrES,2,1,3.55395,,18.046,,,0,247.9074,Published Confirmed,0.76125048884088
2315,2011-01-01,2015-04-16,TrES-5 b,TrES-5,Transit,TrES,1,1,1.48224686,0.02459,13.384,,1480.0,0,568.9157,Published Confirmed,3.1759675977847244
2322,2009-01-01,2018-09-06,11 UMi b,11 UMi,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1,516.21997,1.53,,,,0,4684.8142,Published Confirmed,
2327,2009-01-01,2018-09-06,30 Ari B b,30 Ari B,Radial Velocity,Thueringer Landessternwarte Tautenburg,4,1,335.10001,0.99,,,,0,4392.4106,Published Confirmed,
2328,2006-01-01,2023-09-19,4 UMa b,4 UMa,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1,270.27,0.877,,,,0,2511.48007,Published Confirmed,
2330,2008-01-01,2014-05-14,42 Dra b,42 Dra,Radial Velocity,Thueringer Landessternwarte Tautenburg,2,1,479.1,1.19,,,,0,1233.13,Published Confirmed,
2332,2005-01-01,2018-09-06,HD 13189 b,HD 13189,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1,471.60001,1.25,,,,0,3480.2385,Published Confirmed,
2333,2008-01-01,2023-06-12,HD 139357 b,HD 139357,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1,1124.79139,2.949,,,,0,6315.56828,Published Confirmed,
2336,2009-01-01,2023-09-19,HD 32518 b,HD 32518,Radial Velocity,Thueringer Landessternwarte Tautenburg,1,1,157.35,0.594,,,,0,905.49313,Published Confirmed,
2338,2009-01-01,2023-06-12,HD 8673 b,HD 8673,Radial Velocity,Thueringer Landessternwarte Tautenburg,2,1,1644.69097,2.97,,,,0,4210.59074,Published Confirmed,
2340,2008-01-01,2015-05-14,USco CTIO 108 b,USco CTIO 108,Imaging,Teide Observatory,1,1,,670.0,,,,0,4449.62,Published Confirmed,
2344,2017-01-01,2017-08-17,WASP-105 b,WASP-105,Transit,SuperWASP-South,1,1,7.87288,0.075,10.761,,900.0,0,572.094,Published Confirmed,4.940400195265732
2346,2017-01-01,2020-12-17,WASP-107 b,WASP-107,Transit,SuperWASP-South,1,2,5.7214742,,,,,0,30.5,Published Confirmed,
2358,2016-01-01,2016-05-05,WASP-119 b,WASP-119,Transit,SuperWASP-South,1,1,2.49979,0.0363,15.693,,1600.0,0,390.9309,Published Confirmed,1.5874061182274604
2362,2016-01-01,2016-05-05,WASP-124 b,WASP-124,Transit,SuperWASP-South,1,1,3.37265,0.0449,13.899,,1400.0,0,190.698,Published Confirmed,0.987140632070964
2369,2016-01-01,2019-12-05,WASP-126 b,WASP-126,Transit,SuperWASP-South,1,2,3.28883,,,,,0,90.3,Published Confirmed,
2379,2016-01-01,2016-05-05,WASP-129 b,WASP-129,Transit,SuperWASP-South,2,1,5.748145,0.0628,10.424,,1100.0,0,317.83,Published Confirmed,2.9250014283114294
2383,2016-01-01,2016-12-01,WASP-130 b,WASP-130,Transit,SuperWASP-South,1,1,11.55098,0.1012,9.976,,833.0,0,390.9309,Published Confirmed,3.92814145287905
2386,2016-01-01,2016-12-01,WASP-131 b,WASP-131,Transit,SuperWASP-South,1,1,5.322023,0.0607,13.675,,1460.0,0,85.8141,Published Confirmed,0.45888512711850243
2390,2016-01-01,2022-05-23,WASP-132 b,WASP-132,Transit,SuperWASP-South,1,2,7.133514,0.067,10.05,,,0,,Published Confirmed,
2400,2016-01-01,2016-05-05,WASP-133 b,WASP-133,Transit,SuperWASP-South,1,1,2.176423,0.0345,13.563,,1790.0,0,368.6828,Published Confirmed,2.0042013651721473
2401,2016-01-01,2016-12-01,WASP-139 b,WASP-139,Transit,SuperWASP-South,2,1,5.924262,0.062,8.967,,910.0,0,37.18611,Published Confirmed,0.4624730289639014
2407,2016-01-01,2016-12-01,WASP-140 b,WASP-140,Transit,SuperWASP-South,2,1,2.2359835,0.0323,16.141,,1320.0,0,775.5052,Published Confirmed,2.9766230413850976
2411,2016-01-01,2016-12-01,WASP-141 b,WASP-141,Transit,SuperWASP-South,1,1,3.310651,0.0469,13.563,,1540.0,0,854.9627,Published Confirmed,4.6476738554423065
2415,2016-01-01,2016-12-01,WASP-142 b,WASP-142,Transit,SuperWASP-South,1,1,2.052868,0.0347,17.15,,2000.0,0,266.9772,Published Confirmed,0.9077075028262037
2421,2018-01-01,2018-10-26,WASP-144 b,WASP-144,Transit,SuperWASP-South,1,1,2.2783152,0.0316,9.528,,1260.0,0,139.8452,Published Confirmed,1.5404374468181106
2428,2018-01-01,2018-10-26,WASP-145 A b,WASP-145 A,Transit,SuperWASP-South,2,1,1.7690381,0.0261,10.088,,1200.0,0,282.8687,Published Confirmed,2.779551642610846
2430,2018-01-01,2018-11-01,WASP-147 b,WASP-147,Transit,SuperWASP-South,1,1,4.60273,0.0549,12.498,,1404.0,0,87.40325,Published Confirmed,0.5595598448256123
2433,2017-01-01,2022-02-22,WASP-151 b,WASP-151,Transit,SuperWASP-South,1,1,4.5334775,0.055,13.305,,1312.0,0,100.43378,Published Confirmed,0.5673486824665888
2440,2018-01-01,2018-10-26,WASP-158 b,WASP-158,Transit,SuperWASP-South,1,1,3.656333,0.0517,11.994,,1590.0,0,886.7457,Published Confirmed,6.1641188277980925
2445,2018-01-01,2018-10-26,WASP-159 b,WASP-159,Transit,SuperWASP-South,1,1,3.840401,0.0538,15.468,,1850.0,0,174.8065,Published Confirmed,0.7306161208782663
2447,2018-01-01,2018-11-01,WASP-160 B b,WASP-160 B,Transit,SuperWASP-South,2,1,3.7684952,0.0452,12.218,,1119.0,0,88.35674,Published Confirmed,0.5918878733830905
2454,2018-01-01,2018-12-13,WASP-161 b,WASP-161,Transit,SuperWASP-South,1,1,5.4060425,0.0673,12.812,990.0,1557.0,0,791.3967,Published Confirmed,4.821258027787523
2455,2018-01-01,2018-10-26,WASP-162 b,WASP-162,Transit,SuperWASP-South,1,1,9.62468,0.0871,11.209,,910.0,0,1652.716,Published Confirmed,13.154201590155417
2459,2018-01-01,2018-12-13,WASP-163 b,WASP-163,Transit,SuperWASP-South,1,1,1.6096884,0.0266,13.473,1200.0,1638.0,0,594.3421,Published Confirmed,3.2742201348247404
2463,2018-01-01,2018-11-01,WASP-164 b,WASP-164,Transit,SuperWASP-South,1,1,1.7771255,0.02818,12.644,,1610.0,0,676.9779,Published Confirmed,4.234532954173678
2467,2018-01-01,2018-11-01,WASP-165 b,WASP-165,Transit,SuperWASP-South,1,1,3.465509,0.04823,14.123,,1624.0,0,209.13214,Published Confirmed,1.048496205957061
2469,2018-01-01,2018-10-26,WASP-168 b,WASP-168,Transit,SuperWASP-South,2,1,4.153658,0.0519,16.814,,1340.0,0,133.4886,Published Confirmed,0.4721740249169862
2473,2018-01-01,2018-12-13,WASP-170 b,WASP-170,Transit,SuperWASP-South,1,1,2.34478022,0.0337,12.285,680.0,1422.0,0,508.528,Published Confirmed,3.3694929258624824
2480,2018-01-01,2018-10-26,WASP-172 b,WASP-172,Transit,SuperWASP-South,1,1,5.477433,0.0694,17.598,,1740.0,0,149.3801,Published Confirmed,0.4823542607520012
2481,2018-01-01,2018-10-26,WASP-173 A b,WASP-173 A,Transit,SuperWASP-South,2,1,1.38665318,0.0248,13.451,,1880.0,0,1172.7927,Published Confirmed,6.482045999809617
2489,2018-01-01,2022-01-24,WASP-174 b,WASP-174,Transit,SuperWASP-South,1,1,4.2337005,0.05503,16.107,901.9,1528.0,0,104.88337,Published Confirmed,0.4042754003135478
2495,2017-01-01,2017-08-17,WASP-91 b,WASP-91,Transit,SuperWASP-South,1,1,2.798581,0.037,11.545,,1160.0,0,425.8922,Published Confirmed,3.1953012680716673
2501,2016-01-01,2016-07-18,WASP-113 b,WASP-113,Transit,SuperWASP-North,1,1,4.54216875,0.05885,15.793,,1496.0,0,150.96925,Published Confirmed,0.6052840457138025
2505,2016-01-01,2016-07-18,WASP-114 b,WASP-114,Transit,SuperWASP-North,2,1,1.5487743,0.02851,15.009,,2043.0,0,562.24127,Published Confirmed,2.49585416538293
2510,2020-01-01,2022-10-03,WASP-148 b,WASP-148,Transit,SuperWASP-North,1,2,8.803809,0.08215,8.474,,,0,91.21675,Published Confirmed,1.270274778496125
2514,2020-01-01,2020-05-21,WASP-150 b,WASP-150,Transit,SuperWASP-North,1,1,5.644207,0.0694,11.994,,1460.0,0,2688.8418,Published Confirmed,18.69119902622647
2516,2020-01-01,2020-05-21,WASP-176 b,WASP-176,Transit,SuperWASP-North,1,1,3.899052,0.0535,16.87,,1721.0,0,271.74465,Published Confirmed,0.9548405130203458
2523,2007-01-01,2014-05-14,WASP-1 b,WASP-1,Transit,SuperWASP,2,1,2.5199454,0.03889,16.623,,,0,271.415,Published Confirmed,0.9822341645741695
2532,2008-01-01,2014-05-14,WASP-10 b,WASP-10,Transit,SuperWASP,1,1,3.0927616,0.03781,12.106,,1370.0,0,1001.12,Published Confirmed,6.831008071250351
2542,2014-01-01,2018-04-26,WASP-100 b,WASP-100,Transit,SuperWASP,2,1,2.84938,,14.908,,,0,400.4658,Published Confirmed,1.8018833192026023
2551,2014-01-01,2018-04-26,WASP-101 b,WASP-101,Transit,SuperWASP,1,1,3.58572,,16.029,,,0,162.0933,Published Confirmed,0.6308879118790717
2565,2014-01-01,2014-05-14,WASP-103 b,WASP-103,Transit,SuperWASP,1,1,0.925542,0.01985,17.127,,2508.0,0,473.547,Published Confirmed,1.6143603937747049
2572,2014-01-01,2014-09-25,WASP-104 b,WASP-104,Transit,SuperWASP,2,1,1.7554137,0.02918,12.745,,1516.0,0,404.263,Published Confirmed,2.4887674317777218
2573,2014-01-01,2018-04-26,WASP-106 b,WASP-106,Transit,SuperWASP,1,1,9.28971,,11.433,,,0,514.8846,Published Confirmed,3.9390318775746245
2588,2008-01-01,2018-04-26,WASP-11 b,WASP-11,Transit,SuperWASP,3,1,3.72247,,12.442,,,0,251.0857,Published Confirmed,1.6219653986330687
2594,2014-01-01,2018-04-26,WASP-117 b,WASP-117,Transit,SuperWASP,1,1,10.02165,,11.882,,,0,95.349,Published Confirmed,0.6753626618659766
2601,2016-01-01,2016-09-08,WASP-118 b,WASP-118,Transit,SuperWASP,1,1,4.0460435,0.05453,16.141,,1729.0,0,163.36462,Published Confirmed,0.6270427226524344
2606,2008-01-01,2019-07-11,WASP-12 b,WASP-12,Transit,SuperWASP,3,1,1.09142,0.0232,21.712,,2593.0,0,465.62095,Published Confirmed,0.9877177352929677
2623,2016-01-01,2016-06-03,WASP-120 b,WASP-120,Transit,SuperWASP,1,1,3.6112706,0.0514,16.511,,1880.0,0,1541.4755,Published Confirmed,5.6544435364870065
2634,2016-01-01,2022-08-01,WASP-121 b,WASP-121,Transit,SuperWASP,1,1,1.27492504,0.02596,19.649,,,0,367.72747,Published Confirmed,0.9524565405786718
2641,2016-01-01,2016-06-03,WASP-123 b,WASP-123,Transit,SuperWASP,2,1,2.9776412,0.04263,14.773,,1520.0,0,285.72917,Published Confirmed,1.3092337251724442
2647,2016-01-01,2020-11-19,WASP-127 b,WASP-127,Transit,SuperWASP,2,1,4.17806203,0.0484,14.695,,,0,52.3466,Published Confirmed,0.24240931143758873
2656,2009-01-01,2018-04-26,WASP-13 b,WASP-13,Transit,SuperWASP,1,1,4.35301,,13.675,,,0,114.4188,Published Confirmed,0.6118468361580034
2662,2015-01-01,2015-12-03,WASP-135 b,WASP-135,Transit,SuperWASP,1,1,1.4013794,0.0243,14.572,,,0,603.877,Published Confirmed,2.8438727753088604
2666,2016-01-01,2016-12-01,WASP-136 b,WASP-136,Transit,SuperWASP,1,1,5.215357,0.0661,15.468,,1742.0,0,479.9233,Published Confirmed,2.0058733500476036
2672,2016-01-01,2016-12-01,WASP-138 b,WASP-138,Transit,SuperWASP,1,1,3.634433,0.0494,12.218,,1590.0,0,387.7526,Published Confirmed,2.597493545062483
2677,2008-01-01,2018-04-26,WASP-14 b,WASP-14,Transit,SuperWASP,3,1,2.24375,,15.468,,,0,2809.6172,Published Confirmed,11.742993651934317
2686,2009-01-01,2018-04-26,WASP-15 b,WASP-15,Transit,SuperWASP,1,1,3.7521,,15.805,,,0,171.6282,Published Confirmed,0.6870678821419827
2697,2017-01-01,2017-10-26,WASP-153 b,WASP-153,Transit,SuperWASP,1,1,3.332609,0.048,17.374,1400.0,1700.0,0,123.9537,Published Confirmed,0.41063868506571677
2708,2017-01-01,2024-07-22,WASP-156 b,WASP-156,Transit,SuperWASP,1,1,3.8361623,0.0458,6.028,,934.0,0,41.8,Published Confirmed,1.1503494640582392
2717,2016-01-01,2018-10-26,WASP-157 b,WASP-157,Transit,SuperWASP,1,1,3.951623,0.0499,11.19,,1193.0,0,,Published Confirmed,
2727,2009-01-01,2018-04-26,WASP-16 b,WASP-16,Transit,SuperWASP,1,1,3.1186,,13.675,,,0,394.1092,Published Confirmed,2.1074724356553447
2731,2009-01-01,2018-04-26,WASP-17 b,WASP-17,Transit,SuperWASP,1,1,3.73543,,20.961,,,0,247.9074,Published Confirmed,0.5642421096675435
2747,2019-01-01,2019-04-18,WASP-177 b,WASP-177,Transit,SuperWASP,1,1,3.071722,0.03957,17.71,,1142.0,0,161.45764,Published Confirmed,0.5147797774611415
2749,2009-01-01,2022-01-31,WASP-18 b,WASP-18,Transit,SuperWASP,2,2,0.94145223,0.02024,13.899,5805.0,2429.0,0,3241.84975,Published Confirmed,16.781306627726018
2769,2019-01-01,2019-09-26,WASP-180 A b,WASP-180 A,Transit,SuperWASP,2,1,3.409264,0.048,13.899,,1540.0,0,286.047,Published Confirmed,1.4807109481064462
2770,2019-01-01,2019-04-18,WASP-181 b,WASP-181,Transit,SuperWASP,1,1,4.5195064,0.05427,13.271,,1186.0,0,95.03117,Published Confirmed,0.5395836453966487
2774,2019-01-01,2019-04-18,WASP-183 b,WASP-183,Transit,SuperWASP,1,1,4.1117771,0.04632,16.477,,1111.0,0,159.55066,Published Confirmed,0.5876819088524857
2779,2020-01-01,2020-12-17,WASP-186 b,WASP-186,Transit,SuperWASP,1,1,5.026799,0.06,12.442,,,0,1341.2426,Published Confirmed,8.664169597761456
2784,2020-01-01,2020-12-17,WASP-187 b,WASP-187,Transit,SuperWASP,1,1,5.147878,0.0653,18.383,,,0,254.264,Published Confirmed,0.7524057407435909
2785,2009-01-01,2022-01-31,WASP-19 b,WASP-19,Transit,SuperWASP,1,1,0.78883852,0.01652,15.861,3320.0,2113.0,0,366.77398,Published Confirmed,1.4579324008081194
2804,2007-01-01,2019-09-26,WASP-2 b,WASP-2,Transit,SuperWASP,2,1,2.152175,0.03144,12.117,492.0,1311.0,0,295.89973,Published Confirmed,2.015367974686628
2820,2015-01-01,2015-03-05,WASP-20 b,WASP-20,Transit,SuperWASP,2,1,4.8996284,0.06,16.388,,1379.0,0,98.841,Published Confirmed,0.36803169347854425
2830,2010-01-01,2014-05-14,WASP-21 b,WASP-21,Transit,SuperWASP,1,1,4.322482,0.052,11.99,,,0,95.345,Published Confirmed,0.6632229665950428
2839,2010-01-01,2018-04-26,WASP-22 b,WASP-22,Transit,SuperWASP,1,1,3.53269,,13.787,,,0,212.9461,Published Confirmed,1.120289174684974
2845,2010-01-01,2014-05-14,WASP-23 b,WASP-23,Transit,SuperWASP,1,1,2.9444256,0.0376,10.783,,,0,280.95,Published Confirmed,2.4162942811298325
2852,2010-01-01,2018-04-26,WASP-24 b,WASP-24,Transit,SuperWASP,3,1,2.34121,,15.468,,,0,394.1092,Published Confirmed,1.6472072543437277
2860,2010-01-01,2018-04-26,WASP-25 b,WASP-25,Transit,SuperWASP,1,1,3.76483,,11.994,,,0,139.8452,Published Confirmed,0.9721190982907385
2875,2010-01-01,2018-04-26,WASP-26 b,WASP-26,Transit,SuperWASP,2,1,2.7566,,13.563,,,0,270.1555,Published Confirmed,1.4685958279278664
2881,2014-01-01,2022-02-22,WASP-28 b,WASP-28,Transit,SuperWASP,1,1,3.40883495,0.0442,13.664,,1456.0,0,282.54945,Published Confirmed,1.5133478342206945
2891,2010-01-01,2018-04-26,WASP-29 b,WASP-29,Transit,SuperWASP,1,1,3.92273,,8.631,,,0,73.1009,Published Confirmed,0.9812970442072633
2904,2007-01-01,2019-04-04,WASP-3 b,WASP-3,Transit,SuperWASP,3,1,1.84683,,15.917,,,0,772.3269,Published Confirmed,3.048447562384516
2918,2010-01-01,2014-05-14,WASP-31 b,WASP-31,Transit,SuperWASP,1,1,3.4059096,0.04659,17.363,,,0,151.916,Published Confirmed,0.5039111711241451
2924,2010-01-01,2018-04-26,WASP-32 b,WASP-32,Transit,SuperWASP,1,1,2.71866,,10.761,,,0,835.8929,Published Confirmed,7.218473618638263
